0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,2,0,11,6,7,9,4,8,13,11,14,0,16,2,32,0,6,21,4,2,4
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,11,6,7,6,4,8,9,11,6,0,8,0,18,0,0,15,4,2,3
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,0,2,0,2,0,2,0,11,6,7,9,4,8,13,11,14,0,16,2,8,0,4,9,4,3,4
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,15,6,7,9,4,8,13,11,14,0,16,2,39,0,7,21,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,15,6,7,9,4,8,13,11,14,0,16,2,39,0,7,21,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,24,6,7,9,4,8,13,11,14,0,16,2,39,0,7,21,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,2,0,11,6,7,9,4,8,13,11,14,0,16,2,32,0,6,21,4,2,4
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,15,6,7,9,4,8,13,11,14,0,16,2,39,0,7,21,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,17,6,7,9,4,8,13,11,14,0,16,2,39,0,7,7,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,0,0,0,0,1,0,2,0,3,0,3,0,11,6,7,12,4,8,17,11,22,0,24,8,39,0,17,7,4,3,5
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,5,6,8,0,4,8,0,9,0,0,0,0,0,0,0,0,4,2,0
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,1,0,6,6,7,7,4,8,11,11,10,0,12,1,25,0,3,0,4,3,4
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,5,6,4,2,4,2,2,4,1,0,2,0,6,0,0,2,4,2,0
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,4,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,1,0,2,0,2,0,1,0,6,6,7,12,4,8,17,11,22,0,24,8,13,0,6,9,4,4,7
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,15,6,7,9,4,8,13,11,14,0,16,2,39,0,7,21,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,3,0,11,6,7,9,4,8,13,11,14,0,16,2,39,0,7,7,4,3,5
0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,6,6,7,6,4,8,9,11,6,0,8,0,13,0,0,0,4,3,3
